"id","service_point_id","satisfied","idea","lat","lng","created_at","updated_at","phase2_id","uploaded_at","unique_id","user_id","response_type","is_starred","nlp_extract_adjectives_processed"
37930,NULL,false,"none",NULL,NULL,"2017-10-25 08:10:13.491","2017-11-02 03:38:13.749691",37763,"2017-11-02 03:38:13.749506",NULL,NULL,"",false,false
37931,NULL,false,"none",NULL,NULL,"2017-10-25 08:02:40.633","2017-11-02 03:38:13.75975",37764,"2017-11-02 03:38:13.75962",NULL,NULL,"",false,false
37932,NULL,true,"Increase days of training",NULL,NULL,"2017-10-24 13:33:10.564","2017-11-02 03:38:13.769837",37765,"2017-11-02 03:38:13.769712",NULL,NULL,"",false,true
37933,NULL,true,"More motivation for leaders",NULL,NULL,"2017-10-24 14:28:43.017","2017-11-02 03:38:13.779898",37766,"2017-11-02 03:38:13.779791",NULL,NULL,"",false,true
37934,NULL,true,"none",NULL,NULL,"2017-10-25 08:09:51.943","2017-11-02 03:38:13.802325",37767,"2017-11-02 03:38:13.802049",NULL,NULL,"",false,false
37935,NULL,true,"Should be monthly ",NULL,NULL,"2017-10-24 13:35:27.892","2017-11-02 03:38:13.816839",37768,"2017-11-02 03:38:13.816704",NULL,NULL,"",false,true
37936,NULL,true,"More trainings for the community ",NULL,NULL,"2017-10-24 13:36:37.074","2017-11-02 03:38:13.827612",37769,"2017-11-02 03:38:13.827433",NULL,NULL,"",false,true
37937,NULL,true,"More session to widen community knowledge",NULL,NULL,"2017-10-24 13:34:56.344","2017-11-02 03:38:13.836773",37770,"2017-11-02 03:38:13.836593",NULL,NULL,"",false,true
37938,NULL,true,"Train after two months",NULL,NULL,"2017-10-24 14:28:18.789","2017-11-02 03:38:14.028068",37771,"2017-11-02 03:38:14.027986",NULL,NULL,"",false,true
37939,NULL,true,"none",NULL,NULL,"2017-10-25 08:04:03.222","2017-11-02 03:38:14.03691",37772,"2017-11-02 03:38:14.036649",NULL,NULL,"",false,false
37940,NULL,true,"Need sitting allowances ",NULL,NULL,"2017-10-24 14:26:51.458","2017-11-02 03:38:14.049706",37773,"2017-11-02 03:38:14.04941",NULL,NULL,"",false,true
37941,NULL,true,"Change in conducting sessions ",NULL,NULL,"2017-10-24 13:26:31.193","2017-11-02 03:38:14.062349",37774,"2017-11-02 03:38:14.062236",NULL,NULL,"",false,true
37942,NULL,true,"none",NULL,NULL,"2017-10-25 08:07:45.841","2017-11-02 03:38:14.070244",37775,"2017-11-02 03:38:14.070118",NULL,NULL,"",false,false
37943,NULL,true,"More training about leadership ",NULL,NULL,"2017-10-24 13:22:42.84","2017-11-02 03:38:14.080331",37776,"2017-11-02 03:38:14.080004",NULL,NULL,"",false,true
37944,NULL,true,"More trainings ",NULL,NULL,"2017-10-24 14:25:06.295","2017-11-02 03:38:14.092472",37777,"2017-11-02 03:38:14.092321",NULL,NULL,"",false,true
37945,NULL,true,"Food for trainings should be enough ",NULL,NULL,"2017-10-24 14:25:40.223","2017-11-02 03:38:14.108023",37778,"2017-11-02 03:38:14.1079",NULL,NULL,"",false,true
37946,NULL,true,"none",NULL,NULL,"2017-10-25 08:01:55.086","2017-11-02 03:38:14.121679",37779,"2017-11-02 03:38:14.121553",NULL,NULL,"",false,false
37947,NULL,true,"Continue with leaders training",NULL,NULL,"2017-10-24 14:24:03.695","2017-11-02 03:38:14.133834",37780,"2017-11-02 03:38:14.13371",NULL,NULL,"",false,true
37948,NULL,true,"none",NULL,NULL,"2017-10-25 08:12:02.967","2017-11-02 03:38:14.142928",37781,"2017-11-02 03:38:14.142804",NULL,NULL,"",false,false
37949,NULL,true,"Always give sitting allowances",NULL,NULL,"2017-10-24 13:29:01.699","2017-11-02 03:38:14.153991",37782,"2017-11-02 03:38:14.153781",NULL,NULL,"",false,true
37950,NULL,true,"Give money",NULL,NULL,"2017-10-25 09:18:46.193","2017-11-02 03:38:14.165478",37783,"2017-11-02 03:38:14.165392",NULL,NULL,"",false,true
37951,NULL,true,"More trainings",NULL,NULL,"2017-10-24 13:31:57.207","2017-11-02 03:38:14.174004",37784,"2017-11-02 03:38:14.173845",NULL,NULL,"",false,true
37952,NULL,true,"none",NULL,NULL,"2017-10-25 08:09:39.518","2017-11-02 03:38:14.189876",37785,"2017-11-02 03:38:14.189728",NULL,NULL,"",false,false
37953,NULL,false,"none",NULL,NULL,"2017-10-25 08:00:44.304","2017-11-02 03:38:14.199572",37786,"2017-11-02 03:38:14.1995",NULL,NULL,"",false,false
37954,NULL,true,"none",NULL,NULL,"2017-10-25 08:11:31.126","2017-11-02 03:38:14.213255",37787,"2017-11-02 03:38:14.213099",NULL,NULL,"",false,false
37955,NULL,true,"none",NULL,NULL,"2017-10-25 08:11:10.524","2017-11-02 03:38:14.222205",37788,"2017-11-02 03:38:14.222089",NULL,NULL,"",false,false
37956,NULL,true,"Give files to all leaders ",NULL,NULL,"2017-10-24 14:30:38.611","2017-11-02 03:38:14.232233",37789,"2017-11-02 03:38:14.231983",NULL,NULL,"",false,true
37957,NULL,true,"Transport refund",NULL,NULL,"2017-10-24 14:26:30.673","2017-11-02 03:38:14.244705",37790,"2017-11-02 03:38:14.244091",NULL,NULL,"",false,true
37958,NULL,true,"Yes",NULL,NULL,"2017-10-25 08:01:15.407","2017-11-02 03:38:14.274964",37791,"2017-11-02 03:38:14.274825",NULL,NULL,"",false,true
37959,NULL,true,"none",NULL,NULL,"2017-10-25 09:24:18.64","2017-11-02 03:38:14.293543",37792,"2017-11-02 03:38:14.293406",NULL,NULL,"",false,false
37960,NULL,true,"none",NULL,NULL,"2017-10-24 13:23:09.968","2017-11-02 03:38:14.306605",37793,"2017-11-02 03:38:14.306369",NULL,NULL,"",false,false
37961,NULL,true,"none",NULL,NULL,"2017-10-25 08:02:06.337","2017-11-02 03:38:14.328604",37794,"2017-11-02 03:38:14.328427",NULL,NULL,"",false,false
37962,NULL,true,"Great ",NULL,NULL,"2010-01-01 14:58:58.863","2017-11-02 03:38:14.344754",37795,"2017-11-02 03:38:14.344608",NULL,NULL,"",false,true
37963,NULL,true,"none",NULL,NULL,"2017-10-25 08:11:56.016","2017-11-02 03:38:14.357593",37796,"2017-11-02 03:38:14.357446",NULL,NULL,"",false,false
37964,NULL,true,"Give handouts to all leaders",NULL,NULL,"2017-10-24 13:29:59.685","2017-11-02 03:38:14.398688",37797,"2017-11-02 03:38:14.398527",NULL,NULL,"",false,true
37965,NULL,true,"none",NULL,NULL,"2017-10-25 09:22:08.247","2017-11-02 03:38:14.417538",37798,"2017-11-02 03:38:14.417404",NULL,NULL,"",false,false
37966,NULL,true,"none",NULL,NULL,"2017-10-25 08:10:02.349","2017-11-02 03:38:14.437716",37799,"2017-11-02 03:38:14.437618",NULL,NULL,"",false,false
37967,NULL,true,"none",NULL,NULL,"2017-10-25 08:05:46.954","2017-11-02 03:38:14.451293",37800,"2017-11-02 03:38:14.451197",NULL,NULL,"",false,false
37992,NULL,true,"Extend water point to kabazana",NULL,NULL,"2017-10-26 06:03:19.135","2017-11-02 03:38:14.923221",37825,"2017-11-02 03:38:14.92309",NULL,NULL,"",false,true
37995,NULL,true,"Keep providing us clean water constantly",NULL,NULL,"2017-10-26 07:27:48.551","2017-11-02 03:38:14.966933",37828,"2017-11-02 03:38:14.966779",NULL,NULL,"",false,true
38009,NULL,true,"Keep providing us clean water point",NULL,NULL,"2017-10-26 07:33:22.877","2017-11-02 03:38:15.184162",37842,"2017-11-02 03:38:15.18403",NULL,NULL,"",false,true
38020,NULL,true,"Keep providing us clean water every day",NULL,NULL,"2017-10-26 08:05:33.22","2017-11-02 03:38:15.368794",37853,"2017-11-02 03:38:15.368719",NULL,NULL,"",false,true
38246,NULL,true,"Supply water from 7am to 5pm",NULL,NULL,"2017-10-26 06:34:26.777","2017-11-02 03:38:19.437972",38079,"2017-11-02 03:38:19.437773",NULL,NULL,"",false,true
38250,NULL,true,"Provide water from 7am to 6pm",NULL,NULL,"2017-10-26 06:26:48.182","2017-11-02 03:38:19.506476",38083,"2017-11-02 03:38:19.506345",NULL,NULL,"",false,true
38415,NULL,true,"none",NULL,NULL,"2017-10-26 13:33:22.133","2017-11-02 03:38:24.525826",38248,"2017-11-02 03:38:24.525666",NULL,NULL,"",false,false
38425,NULL,false,"Increase on pressure",NULL,NULL,"2017-10-26 13:26:41.54","2017-11-02 03:38:24.798314",38258,"2017-11-02 03:38:24.798115",NULL,NULL,"",false,true
38736,NULL,true,"Add six more taps",NULL,NULL,"2017-10-27 08:18:01.665","2017-11-02 03:38:35.130713",38569,"2017-11-02 03:38:35.130274",NULL,NULL,"",false,true
38768,NULL,false,"Increase on pressure",NULL,NULL,"2017-10-27 06:54:56.354","2017-11-02 03:38:36.868165",38601,"2017-11-02 03:38:36.8676",NULL,NULL,"",false,true
38776,NULL,true,"More session s needed",NULL,NULL,"2017-10-29 19:20:00.154","2017-11-02 03:38:37.235962",38609,"2017-11-02 03:38:37.235745",NULL,NULL,"",false,true
38797,NULL,true,"none",39.3067522,-74.5775666,"2017-10-30 06:19:33.279","2017-11-02 03:38:38.111806",38630,"2017-11-02 03:38:38.111371",NULL,NULL,"",false,false
39007,NULL,true,"Need of water from 7 am to 6 pm.",NULL,NULL,"2017-10-30 13:38:19.698","2017-11-02 03:38:49.496005",38840,"2017-11-02 03:38:49.495848",NULL,NULL,"",false,true
39060,NULL,true,"Provide water constantly ",NULL,NULL,"2017-10-31 07:58:33.528","2017-11-02 03:38:51.933904",38893,"2017-11-02 03:38:51.933569",NULL,NULL,"",false,true
39784,NULL,false,"Earl Grey tea please!!",37.7882198,-122.3888951,"2017-11-02 20:38:55.455","2017-11-02 20:38:55.79004",NULL,"2017-11-02 20:38:55.789799",NULL,NULL,"",false,true
39785,NULL,true,"I can see the feedback!",37.7882198,-122.3888951,"2017-11-03 00:50:19.253","2017-11-03 00:50:19.085302",NULL,"2017-11-03 00:50:19.08518",NULL,NULL,"",false,true
39809,NULL,true,"Keep the protection desk open with a staff",0.3475964,32.5825197,"2017-11-03 20:48:30.954","2017-11-03 20:48:32.003954",NULL,"2017-11-03 20:48:32.003813",NULL,NULL,"",false,true
39810,NULL,true,NULL,37.7881111,-122.3888426,"2017-11-03 23:53:34.957","2017-11-03 23:53:35.081095",NULL,"2017-11-03 23:53:35.080991",NULL,NULL,"",false,false
39933,NULL,true,"Need for soap for washing clothes",3.2606632,31.2832005,"2017-11-07 09:17:42.033","2017-11-07 09:17:43.54355",NULL,"2017-11-07 09:17:43.543372",NULL,NULL,"",false,true
39934,NULL,false,"Construction of more PSN houses",3.2606632,31.2832005,"2017-11-07 09:20:27.477","2017-11-07 09:20:29.151643",NULL,"2017-11-07 09:20:29.15153",NULL,NULL,"",false,true
39935,NULL,true,"Need forsanitory materials",3.2606632,31.2832005,"2017-11-07 09:19:42.785","2017-11-07 09:20:30.065448",NULL,"2017-11-07 09:20:30.065362",NULL,NULL,"",false,true
39936,NULL,false,"Give PSNs money",3.2606632,31.2832005,"2017-11-07 09:21:48.78","2017-11-07 09:21:49.873864",NULL,"2017-11-07 09:21:49.873768",NULL,NULL,"",false,true
39940,NULL,false,"ARC to support with good latrines",3.2606632,31.2832005,"2017-11-07 09:27:32.089","2017-11-07 09:27:31.725791",NULL,"2017-11-07 09:27:31.725704",NULL,NULL,"",false,true
39941,NULL,true,"Extend hospital facilities",3.2606632,31.2832005,"2017-11-07 09:28:01.213","2017-11-07 09:28:02.32936",NULL,"2017-11-07 09:28:02.329275",NULL,NULL,"",false,true
39944,NULL,false,"Need for for money",3.2585001,31.2828429,"2017-11-07 09:36:04.124","2017-11-07 09:36:05.47089",NULL,"2017-11-07 09:36:05.470711",NULL,NULL,"",false,true
39945,NULL,false,"Household facilities",3.2585001,31.2828429,"2017-11-07 09:37:16.58","2017-11-07 09:37:16.910261",NULL,"2017-11-07 09:37:16.910115",NULL,NULL,"",false,true
39946,NULL,true,"Need house",3.2585001,31.2828429,"2017-11-07 09:38:42.778","2017-11-07 09:38:42.473899",NULL,"2017-11-07 09:38:42.473814",NULL,NULL,"",false,true
39952,NULL,false,"Need solar lights",3.2585001,31.2828429,"2017-11-07 09:41:56.911","2017-11-07 09:41:56.317078",NULL,"2017-11-07 09:41:56.316989",NULL,NULL,"",false,true
39953,NULL,false,"Provide sports equipments to the youth",3.2585001,31.2828429,"2017-11-07 09:43:03.345","2017-11-07 09:43:03.681903",NULL,"2017-11-07 09:43:03.681818",NULL,NULL,"",false,true
39954,NULL,true,"Provide energy saving stoves",3.2585001,31.2828429,"2017-11-07 09:44:59.473","2017-11-07 09:45:00.8579",NULL,"2017-11-07 09:45:00.857812",NULL,NULL,"",false,true
39959,NULL,true,"Provide money",3.2580129,31.280873,"2017-11-07 09:58:46.535","2017-11-07 09:58:47.392661",NULL,"2017-11-07 09:58:47.392533",NULL,NULL,"",false,true
39965,NULL,false,"Should provide money",3.2580129,31.280873,"2017-11-07 10:07:24.393","2017-11-07 10:07:25.631648",NULL,"2017-11-07 10:07:25.631465",NULL,NULL,"",false,true
39969,NULL,false,"Improvement in payments after work done by customers",3.257859,31.2812403,"2017-11-07 10:15:06.934","2017-11-07 10:15:06.203463",NULL,"2017-11-07 10:15:06.203372",NULL,NULL,"",false,true
39976,NULL,false,"Need for solar lights",3.2606632,31.2832005,"2017-11-07 10:30:44.842","2017-11-07 10:30:46.128396",NULL,"2017-11-07 10:30:46.128115",NULL,NULL,"",false,true
39977,NULL,false,"Provide coocking utensils",3.2606632,31.2832005,"2017-11-07 10:31:23.778","2017-11-07 10:31:24.12239",NULL,"2017-11-07 10:31:24.122299",NULL,NULL,"",false,true
39978,NULL,false,"Provide none food items is source pans plates",3.2606632,31.2832005,"2017-11-07 10:32:16.736","2017-11-07 10:32:15.183727",NULL,"2017-11-07 10:32:15.183635",NULL,NULL,"",false,true
39980,NULL,false,"Need soaps",3.2606632,31.2832005,"2017-11-07 10:35:22.697","2017-11-07 10:35:22.054514",NULL,"2017-11-07 10:35:22.054427",NULL,NULL,"",false,true
39981,NULL,false,"They need for money",3.2606632,31.2832005,"2017-11-07 10:37:21.578","2017-11-07 10:38:09.982121",NULL,"2017-11-07 10:38:09.98202",NULL,NULL,"",false,true
39982,NULL,false,"Need for house construction",3.2606632,31.2832005,"2017-11-07 10:41:56.778","2017-11-07 10:41:59.451975",NULL,"2017-11-07 10:41:59.451886",NULL,NULL,"",false,true
39990,NULL,false,"Extend services to customers by house to house interactions about sgb",3.2606632,31.2832005,"2017-11-07 10:48:22.536","2017-11-07 10:48:23.994417",NULL,"2017-11-07 10:48:23.994304",NULL,NULL,"",false,true
39994,NULL,false,"Need for solar lights",3.2606632,31.2832005,"2017-11-07 10:58:48.23","2017-11-07 10:58:47.542121",NULL,"2017-11-07 10:58:47.541656",NULL,NULL,"",false,true
39996,NULL,false,"Extend services also to other people who are not PSNs",3.2606632,31.2832005,"2017-11-07 11:00:33.402","2017-11-07 11:00:35.671146",NULL,"2017-11-07 11:00:35.67099",NULL,NULL,"",false,true
39997,NULL,false,"Provide building materials",3.2606632,31.2832005,"2017-11-07 11:01:38.229","2017-11-07 11:01:39.7151",NULL,"2017-11-07 11:01:39.715015",NULL,NULL,"",false,true
40003,NULL,false,"Provide soap",3.257859,31.2812403,"2017-11-07 11:03:07.459","2017-11-07 11:03:07.106909",NULL,"2017-11-07 11:03:07.106822",NULL,NULL,"",false,true
40004,NULL,false,"Need for plastic sheeting",3.257859,31.2812403,"2017-11-07 11:06:15.343","2017-11-07 11:06:16.916342",NULL,"2017-11-07 11:06:16.916199",NULL,NULL,"",false,true
40005,NULL,false,"Provide sleeping mats and blankets",3.257859,31.2812403,"2017-11-07 11:06:49.356","2017-11-07 11:06:49.396174",NULL,"2017-11-07 11:06:49.396026",NULL,NULL,"",false,true
40006,NULL,false,"Pro",3.257859,31.2812403,"2017-11-07 11:07:40.964","2017-11-07 11:07:39.006536",NULL,"2017-11-07 11:07:39.006428",NULL,NULL,"",false,true
40007,NULL,false,"Provide jericans,cups,plates",3.257859,31.2812403,"2017-11-07 11:08:17.554","2017-11-07 11:08:16.937407",NULL,"2017-11-07 11:08:16.93732",NULL,NULL,"",false,true
40008,NULL,false,"Provide construction poles",3.257859,31.2812403,"2017-11-07 11:10:55.53","2017-11-07 11:12:21.552172",NULL,"2017-11-07 11:12:21.552084",NULL,NULL,"",false,true
40009,NULL,false,"Construct shelter for the elderly",3.257859,31.2812403,"2017-11-07 11:12:20.257","2017-11-07 11:12:22.102558",NULL,"2017-11-07 11:12:22.102465",NULL,NULL,"",false,true
40010,NULL,true,"Provide construction poles",3.257859,31.2812403,"2017-11-07 11:16:08.388","2017-11-07 11:17:32.503935",NULL,"2017-11-07 11:17:32.503848",NULL,NULL,"",false,true
40011,NULL,false,"Construct shelter for the elderly person",3.257859,31.2812403,"2017-11-07 11:15:15.624","2017-11-07 11:17:33.327901",NULL,"2017-11-07 11:17:33.327811",NULL,NULL,"",false,true
40022,NULL,false,"Provide construction poles",3.2585001,31.2828429,"2017-11-07 11:19:17.349","2017-11-07 11:43:28.068508",NULL,"2017-11-07 11:43:28.068419",NULL,NULL,"",false,true
40023,NULL,false,"Provide construction",3.2585001,31.2828429,"2017-11-07 11:18:36.32","2017-11-07 11:43:28.620045",NULL,"2017-11-07 11:43:28.619908",NULL,NULL,"",false,true
40277,NULL,true,"I love the dried apricots.",37.7694989,-122.4223861,"2017-11-09 20:26:27.721","2017-11-09 20:26:27.946045",NULL,"2017-11-09 20:26:27.94592",NULL,NULL,"",false,true
40540,NULL,true,"Test Abdul",NULL,NULL,"2017-11-13 14:04:56.18","2017-11-13 14:04:58.245996",NULL,"2017-11-13 14:04:58.24578",NULL,NULL,"",false,true
40542,NULL,true,"Test John online",3.4092372,31.102805,"2017-11-13 14:04:58.456","2017-11-13 14:05:01.005314",NULL,"2017-11-13 14:05:01.005134",NULL,NULL,"",false,true
40544,NULL,true,"test Jose online",NULL,NULL,"2017-11-13 14:05:03.674","2017-11-13 14:05:05.78905",NULL,"2017-11-13 14:05:05.78887",NULL,NULL,"",false,true
40768,NULL,true,"Good stock of snacks, but less mealy apples would be great",NULL,NULL,"2017-11-03 00:56:54.653","2017-11-14 20:23:46.202195",NULL,"2017-11-14 20:23:46.20199",NULL,NULL,"",false,true
40769,NULL,true,"Good stock of snacks, but less mealy apples would be great",NULL,NULL,"2017-11-03 00:56:20.928","2017-11-14 20:23:46.362902",NULL,"2017-11-14 20:23:46.362781",NULL,NULL,"",false,true
41042,NULL,true,"Provide another borehole ",39.3067522,-74.5775666,"2017-10-30 07:09:56.858","2017-11-16 06:52:16.344457",38622,"2017-11-16 06:52:16.34433",NULL,NULL,"",false,true
41043,NULL,true,"We need 2 taping points in Nyarugugu B",39.3067522,-74.5775666,"2017-10-30 07:07:57.781","2017-11-16 06:52:16.366248",38627,"2017-11-16 06:52:16.366116",NULL,NULL,"",false,true
41044,NULL,true,"Add one more borehole ",39.3067522,-74.5775666,"2017-10-30 06:18:28.686","2017-11-16 06:52:16.379425",38628,"2017-11-16 06:52:16.379343",NULL,NULL,"",false,true
41045,NULL,true,"Add one more borehole ",39.3067522,-74.5775666,"2017-10-30 06:31:57.288","2017-11-16 06:52:16.39832",38629,"2017-11-16 06:52:16.398142",NULL,NULL,"",false,true
41046,NULL,true,"Add 2more boreholes ",39.3067522,-74.5775666,"2017-10-30 07:03:25.967","2017-11-16 06:52:16.420895",38631,"2017-11-16 06:52:16.420804",NULL,NULL,"",false,true
41047,NULL,true,"Add one more borehole ",39.3067522,-74.5775666,"2017-10-30 07:08:39.002","2017-11-16 06:52:16.465661",38640,"2017-11-16 06:52:16.4655",NULL,NULL,"",false,true
41721,NULL,true,"Provide water for 8hours",NULL,NULL,"2017-11-03 06:46:08.676","2017-11-16 06:52:35.798815",40254,"2017-11-16 06:52:35.798483",NULL,NULL,"",false,true
42128,NULL,true,"Keep time table consistent ",NULL,NULL,"2017-11-07 05:35:30.213","2017-11-16 06:52:43.684366",40660,"2017-11-16 06:52:43.682029",NULL,NULL,"",false,true
42147,NULL,true,"We need water to be sent earlier at 7am every day ",NULL,NULL,"2017-11-07 06:48:04.286","2017-11-16 06:52:44.094837",40679,"2017-11-16 06:52:44.094602",NULL,NULL,"",false,true
42359,NULL,true,"none",NULL,NULL,"2017-11-07 06:12:56.513","2017-11-16 06:52:49.325273",40891,"2017-11-16 06:52:49.325109",NULL,NULL,"",false,false
42764,NULL,true,"Supply water  at daily basis ",NULL,NULL,"2017-11-08 14:07:17.872","2017-11-16 06:52:56.425417",41294,"2017-11-16 06:52:56.425272",NULL,NULL,"",false,true
42765,NULL,true,"Provide water  at daily basis ",NULL,NULL,"2017-11-08 14:06:35.474","2017-11-16 06:52:56.433866",41295,"2017-11-16 06:52:56.433727",NULL,NULL,"",false,true
42990,NULL,true,"none",NULL,NULL,"2017-11-09 06:58:36.39","2017-11-16 06:53:00.32115",41520,"2017-11-16 06:53:00.320984",NULL,NULL,"",false,false
43012,NULL,true,"Keep timetable consistent ",NULL,NULL,"2017-11-09 07:11:39.166","2017-11-16 06:53:00.740779",41542,"2017-11-16 06:53:00.740627",NULL,NULL,"",false,true
43260,NULL,true,"We need ARC to conduct  vote for new user committee members.",NULL,NULL,"2017-11-09 13:55:17.775","2017-11-16 06:53:04.728394",41789,"2017-11-16 06:53:04.728285",NULL,NULL,"",false,true
43401,NULL,true,"Provide water on daily basis ",NULL,NULL,"2017-11-10 07:05:40.558","2017-11-16 06:53:07.2545",41930,"2017-11-16 06:53:07.254358",NULL,NULL,"",false,true
43635,NULL,true,"I'm happy with today's service provided. They added quantity of sugar.",NULL,NULL,"2017-11-14 08:01:32.206","2017-11-16 06:53:11.979386",42164,"2017-11-16 06:53:11.979258",NULL,NULL,"",false,true
43636,NULL,false,"We ask to train nurses and doctors.",NULL,NULL,"2017-11-14 14:19:43.863","2017-11-16 06:53:11.986885",42165,"2017-11-16 06:53:11.986801",NULL,NULL,"",false,true
43637,NULL,false,"We ask to treat all family members on the same day they're coming.",NULL,NULL,"2017-11-14 14:11:52.764","2017-11-16 06:53:11.99456",42166,"2017-11-16 06:53:11.994463",NULL,NULL,"",false,true
43638,NULL,false,"We suggest to treat all family members on the same day they're coming.",NULL,NULL,"2017-11-14 13:44:06.94","2017-11-16 06:53:12.001994",42167,"2017-11-16 06:53:12.001913",NULL,NULL,"",false,true
43639,NULL,true,"I'm happy with today's service provided. ",NULL,NULL,"2017-11-14 07:19:32.351","2017-11-16 06:53:12.010133",42168,"2017-11-16 06:53:12.010001",NULL,NULL,"",false,true
43640,NULL,true,"I'm happy with today's service provided. We ask to increase quantity of porridge in the afternoon.",NULL,NULL,"2017-11-14 08:17:00.521","2017-11-16 06:53:12.018286",42169,"2017-11-16 06:53:12.018124",NULL,NULL,"",false,true
43641,NULL,false,"We ask to train community health workers for how they could sensibility communities to increase hygiene.",NULL,NULL,"2017-11-14 14:24:32.225","2017-11-16 06:53:12.025203",42170,"2017-11-16 06:53:12.025125",NULL,NULL,"",false,true
43642,NULL,false,"I suggest to respect the appointment noticed in the consultation books.",NULL,NULL,"2017-11-14 07:46:30.709","2017-11-16 06:53:12.202423",42171,"2017-11-16 06:53:12.202327",NULL,NULL,"",false,true
43643,NULL,true,"I'm happy with today's service of wet feeding program. The porridge was delicious.",NULL,NULL,"2017-11-14 08:23:59.571","2017-11-16 06:53:12.209676",42172,"2017-11-16 06:53:12.209473",NULL,NULL,"",false,true
43644,NULL,false,"We ask to give us drugs corresponding to our diseases.",NULL,NULL,"2017-11-14 14:29:15.489","2017-11-16 06:53:12.216964",42173,"2017-11-16 06:53:12.216887",NULL,NULL,"",false,true
43645,NULL,false,"We ask not to miss any nurses in the emergence room.",NULL,NULL,"2017-11-14 14:01:25.7","2017-11-16 06:53:12.223426",42174,"2017-11-16 06:53:12.223295",NULL,NULL,"",false,true
43646,NULL,true,"I'm happy with today's service. They treated me well. We suggest to increase quantity of drugs corresponding to our diseases.",NULL,NULL,"2017-11-14 14:18:52.29","2017-11-16 06:53:12.230311",42175,"2017-11-16 06:53:12.230194",NULL,NULL,"",false,true
43647,NULL,false,"We ask to writer our complaining in our consultation books.",NULL,NULL,"2017-11-14 14:28:00.917","2017-11-16 06:53:12.237132",42176,"2017-11-16 06:53:12.237053",NULL,NULL,"",false,true
43648,NULL,false,"We suggest to give a quickly service at the pharmacy.",NULL,NULL,"2017-11-14 10:42:03.26","2017-11-16 06:53:12.243985",42177,"2017-11-16 06:53:12.243881",NULL,NULL,"",false,true
43649,NULL,true,"I'm happy with today's service provided. They had treat me well",NULL,NULL,"2017-11-14 09:37:23.804","2017-11-16 06:53:12.251183",42178,"2017-11-16 06:53:12.251028",NULL,NULL,"",false,true
43650,NULL,false,"I suggest to respect the appointment noticed in the consultation books",NULL,NULL,"2017-11-14 07:47:25.735","2017-11-16 06:53:12.259994",42179,"2017-11-16 06:53:12.259857",NULL,NULL,"",false,true
43651,NULL,true,"I'm happy with today's service provided. They added quantity of sugar.",NULL,NULL,"2017-11-14 07:59:28.325","2017-11-16 06:53:12.268182",42180,"2017-11-16 06:53:12.268046",NULL,NULL,"",false,true
43652,NULL,true,"I'm happy with today's service provided. I suggest to give us Kits without selecting.",NULL,NULL,"2017-11-14 07:24:57.716","2017-11-16 06:53:12.277626",42181,"2017-11-16 06:53:12.277426",NULL,NULL,"",false,true
43653,NULL,true,"We suggest to change quality of dry food",NULL,NULL,"2017-11-14 08:14:45.82","2017-11-16 06:53:12.28932",42182,"2017-11-16 06:53:12.289237",NULL,NULL,"",false,true
43654,NULL,true,"I'm happy with today's service of wet feeding.",NULL,NULL,"2017-11-14 08:10:27.444","2017-11-16 06:53:12.295923",42183,"2017-11-16 06:53:12.295807",NULL,NULL,"",false,true
43655,NULL,true,"I'm happy with today's service of wet feeding program",NULL,NULL,"2017-11-14 08:25:40.966","2017-11-16 06:53:12.30661",42184,"2017-11-16 06:53:12.306529",NULL,NULL,"",false,true
43656,NULL,false,"We ask to increase number of dynamic nurses and doctors.",NULL,NULL,"2017-11-14 14:48:01.464","2017-11-16 06:53:12.317183",42185,"2017-11-16 06:53:12.317037",NULL,NULL,"",false,true
43657,NULL,true,"I'm happy with today's service of the wet feeding program.",NULL,NULL,"2017-11-14 08:13:01.567","2017-11-16 06:53:12.327375",42186,"2017-11-16 06:53:12.327219",NULL,NULL,"",false,true
43658,NULL,true,"I'm happy with today's service provided. I suggest to give us kits without selecting.",NULL,NULL,"2017-11-14 07:43:56.944","2017-11-16 06:53:12.335503",42187,"2017-11-16 06:53:12.335409",NULL,NULL,"",false,true
43659,NULL,false,"We suggest to reduce waiting time at consultation.",NULL,NULL,"2017-11-14 10:41:23.305","2017-11-16 06:53:12.342422",42188,"2017-11-16 06:53:12.342307",NULL,NULL,"",false,true
43660,NULL,false,"We ask to reduce waiting time at the reception.",NULL,NULL,"2017-11-14 14:40:45.772","2017-11-16 06:53:12.350819",42189,"2017-11-16 06:53:12.350691",NULL,NULL,"",false,true
43661,NULL,true,"I'm happy with today's service provided.",NULL,NULL,"2017-11-14 07:38:26.415","2017-11-16 06:53:12.357603",42190,"2017-11-16 06:53:12.357521",NULL,NULL,"",false,true
43662,NULL,false,"We suggest before discharging  first ask us if we get well.",NULL,NULL,"2017-11-14 09:41:11.886","2017-11-16 06:53:12.364279",42191,"2017-11-16 06:53:12.364191",NULL,NULL,"",false,true
43663,NULL,true,"I'm happy with the service provided.They had well treated me. I suggest to give fresh food to stomachaches cases.",NULL,NULL,"2017-11-14 10:18:45.492","2017-11-16 06:53:12.37152",42192,"2017-11-16 06:53:12.371447",NULL,NULL,"",false,true
